age,sex,area,region,year,count
5-9,Female,Rural,Periphery,2003,60224
10-14,Female,Rural,Periphery,2003,63267
15-17,Female,Rural,Periphery,2003,48163
2-4,Male,Rural,Periphery,2003,35469
5-9,Male,Rural,Periphery,2003,66947
10-14,Male,Rural,Periphery,2003,68767
15-17,Male,Rural,Periphery,2003,48780
2-4,Female,Urban,Periphery,2003,39123
5-9,Female,Urban,Periphery,2003,61161
10-14,Female,Urban,Periphery,2003,62850
15-17,Female,Urban,Periphery,2003,45813
2-4,Male,Urban,Periphery,2003,39503
5-9,Male,Urban,Periphery,2003,70075
10-14,Male,Urban,Periphery,2003,69779
15-17,Male,Urban,Periphery,2003,49588
2-4,Female,Rural,Central,2003,41869
5-9,Female,Rural,Central,2003,67031
10-14,Female,Rural,Central,2003,67932
15-17,Female,Rural,Central,2003,44785
2-4,Male,Rural,Central,2003,40115
5-9,Male,Rural,Central,2003,73901
10-14,Male,Rural,Central,2003,78067
15-17,Male,Rural,Central,2003,50542
2-4,Female,Urban,Central,2003,17204
5-9,Female,Urban,Central,2003,24731
10-14,Female,Urban,Central,2003,32072
15-17,Female,Urban,Central,2003,18541
2-4,Male,Urban,Central,2003,17291
5-9,Male,Urban,Central,2003,28523
10-14,Male,Urban,Central,2003,24994
15-17,Male,Urban,Central,2003,17941
2-4,Female,Rural,North,2003,182667
5-9,Female,Rural,North,2003,337687
10-14,Female,Rural,North,2003,355218
15-17,Female,Rural,North,2003,212946
2-4,Male,Rural,North,2003,205670
5-9,Male,Rural,North,2003,348518
10-14,Male,Rural,North,2003,359161
15-17,Male,Rural,North,2003,223043
2-4,Female,Urban,North,2003,46572
5-9,Female,Urban,North,2003,92163
10-14,Female,Urban,North,2003,91252
15-17,Female,Urban,North,2003,62050
2-4,Male,Urban,North,2003,49903
5-9,Male,Urban,North,2003,89545
10-14,Male,Urban,North,2003,96104
15-17,Male,Urban,North,2003,60980
2-4,Female,Rural,East,2003,63747
5-9,Female,Rural,East,2003,106258
10-14,Female,Rural,East,2003,116596
15-17,Female,Rural,East,2003,72531
2-4,Male,Rural,East,2003,70858
5-9,Male,Rural,East,2003,109278
10-14,Male,Rural,East,2003,119978
15-17,Male,Rural,East,2003,71210
2-4,Female,Urban,East,2003,26329
5-9,Female,Urban,East,2003,50798
10-14,Female,Urban,East,2003,49070
15-17,Female,Urban,East,2003,29883
2-4,Male,Urban,East,2003,31575
5-9,Male,Urban,East,2003,54212
10-14,Male,Urban,East,2003,54052
15-17,Male,Urban,East,2003,34573
2-4,Female,Rural,Northeast,2003,411087
5-9,Female,Rural,Northeast,2003,724068
10-14,Female,Rural,Northeast,2003,763424
15-17,Female,Rural,Northeast,2003,445104
2-4,Male,Rural,Northeast,2003,428234
5-9,Male,Rural,Northeast,2003,802860
10-14,Male,Rural,Northeast,2003,765713
15-17,Male,Rural,Northeast,2003,465769
2-4,Female,Urban,Northeast,2003,84486
5-9,Female,Urban,Northeast,2003,145264
10-14,Female,Urban,Northeast,2003,163921
15-17,Female,Urban,Northeast,2003,97722
2-4,Male,Urban,Northeast,2003,87719
5-9,Male,Urban,Northeast,2003,160152
10-14,Male,Urban,Northeast,2003,169266
15-17,Male,Urban,Northeast,2003,111698
2-4,Female,Rural,South,2003,165911
5-9,Female,Rural,South,2003,266561
10-14,Female,Rural,South,2003,288573
15-17,Female,Rural,South,2003,170962
2-4,Male,Rural,South,2003,171335
5-9,Male,Rural,South,2003,286782
10-14,Male,Rural,South,2003,293789
15-17,Male,Rural,South,2003,167153
2-4,Female,Urban,South,2003,45142
5-9,Female,Urban,South,2003,85137
10-14,Female,Urban,South,2003,87514
15-17,Female,Urban,South,2003,58146
2-4,Male,Urban,South,2003,46320
5-9,Male,Urban,South,2003,84776
10-14,Male,Urban,South,2003,82643
15-17,Male,Urban,South,2003,51801
2-4,Female,Rural,West,2003,53694
5-9,Female,Rural,West,2003,102499
10-14,Female,Rural,West,2003,108131
15-17,Female,Rural,West,2003,61379
2-4,Male,Rural,West,2003,60337
5-9,Male,Rural,West,2003,112720
10-14,Male,Rural,West,2003,104590
15-17,Male,Rural,West,2003,66766
2-4,Female,Urban,West,2003,21824
5-9,Female,Urban,West,2003,33022
10-14,Female,Urban,West,2003,38491
15-17,Female,Urban,West,2003,19718
2-4,Male,Urban,West,2003,20599
5-9,Male,Urban,West,2003,35123
10-14,Male,Urban,West,2003,36549
15-17,Male,Urban,West,2003,22240
2-4,Female,Rural,Bangkok,2004,0
5-9,Female,Rural,Bangkok,2004,0
10-14,Female,Rural,Bangkok,2004,0
15-17,Female,Rural,Bangkok,2004,0
2-4,Male,Rural,Bangkok,2004,0
5-9,Male,Rural,Bangkok,2004,0
10-14,Male,Rural,Bangkok,2004,0
15-17,Male,Rural,Bangkok,2004,0
2-4,Female,Urban,Bangkok,2004,103056
5-9,Female,Urban,Bangkok,2004,168615
10-14,Female,Urban,Bangkok,2004,194735
15-17,Female,Urban,Bangkok,2004,145450
2-4,Male,Urban,Bangkok,2004,107614
5-9,Male,Urban,Bangkok,2004,185473
10-14,Male,Urban,Bangkok,2004,194414
15-17,Male,Urban,Bangkok,2004,144388
2-4,Female,Rural,Periphery,2004,35180
5-9,Female,Rural,Periphery,2004,60317
10-14,Female,Rural,Periphery,2004,63601
15-17,Female,Rural,Periphery,2004,48754
2-4,Male,Rural,Periphery,2004,35576
5-9,Male,Rural,Periphery,2004,66781
10-14,Male,Rural,Periphery,2004,69086
15-17,Male,Rural,Periphery,2004,49523
2-4,Female,Urban,Periphery,2004,39679
5-9,Female,Urban,Periphery,2004,62994
10-14,Female,Urban,Periphery,2004,65152
15-17,Female,Urban,Periphery,2004,47866
2-4,Male,Urban,Periphery,2004,40127
5-9,Male,Urban,Periphery,2004,71195
10-14,Male,Urban,Periphery,2004,71633
15-17,Male,Urban,Periphery,2004,51357
2-4,Female,Rural,Central,2004,40647
5-9,Female,Rural,Central,2004,65147
10-14,Female,Rural,Central,2004,66301
15-17,Female,Rural,Central,2004,43724
2-4,Male,Rural,Central,2004,39197
5-9,Male,Rural,Central,2004,72087
10-14,Male,Rural,Central,2004,76113
15-17,Male,Rural,Central,2004,49384
2-4,Female,Urban,Central,2004,17545
5-9,Female,Urban,Central,2004,25806
10-14,Female,Urban,Central,2004,32872
15-17,Female,Urban,Central,2004,19129
2-4,Male,Urban,Central,2004,17662
5-9,Male,Urban,Central,2004,29376
10-14,Male,Urban,Central,2004,26301
15-17,Male,Urban,Central,2004,18579
2-4,Female,Rural,North,2004,176800
5-9,Female,Rural,North,2004,326795
10-14,Female,Rural,North,2004,344311
15-17,Female,Rural,North,2004,206670
2-4,Male,Rural,North,2004,198642
5-9,Male,Rural,North,2004,337869
10-14,Male,Rural,North,2004,348848
15-17,Male,Rural,North,2004,216565
2-4,Female,Urban,North,2004,48816
5-9,Female,Urban,North,2004,96014
10-14,Female,Urban,North,2004,95962
15-17,Female,Urban,North,2004,64359
2-4,Male,Urban,North,2004,51988
5-9,Male,Urban,North,2004,93482
10-14,Male,Urban,North,2004,100360
15-17,Male,Urban,North,2004,63233
2-4,Female,Rural,East,2004,62192
5-9,Female,Rural,East,2004,103705
10-14,Female,Rural,East,2004,113457
15-17,Female,Rural,East,2004,70928
2-4,Male,Rural,East,2004,69124
5-9,Male,Rural,East,2004,106837
10-14,Male,Rural,East,2004,116947
15-17,Male,Rural,East,2004,69989
2-4,Female,Urban,East,2004,27692
5-9,Female,Urban,East,2004,52820
10-14,Female,Urban,East,2004,51493
15-17,Female,Urban,East,2004,31546
2-4,Male,Urban,East,2004,32586
5-9,Male,Urban,East,2004,55856
10-14,Male,Urban,East,2004,56000
15-17,Male,Urban,East,2004,35769
2-4,Female,Rural,Northeast,2004,396229
5-9,Female,Rural,Northeast,2004,697645
10-14,Female,Rural,Northeast,2004,738132
15-17,Female,Rural,Northeast,2004,428859
2-4,Male,Rural,Northeast,2004,412928
5-9,Male,Rural,Northeast,2004,772784
10-14,Male,Rural,Northeast,2004,740357
15-17,Male,Rural,Northeast,2004,447428
2-4,Female,Urban,Northeast,2004,88055
5-9,Female,Urban,Northeast,2004,152685
10-14,Female,Urban,Northeast,2004,171153
15-17,Female,Urban,Northeast,2004,100472
2-4,Male,Urban,Northeast,2004,91300
5-9,Male,Urban,Northeast,2004,166722
10-14,Male,Urban,Northeast,2004,176049
15-17,Male,Urban,Northeast,2004,112950
2-4,Female,Rural,South,2004,161264
5-9,Female,Rural,South,2004,260129
10-14,Female,Rural,South,2004,280578
15-17,Female,Rural,South,2004,166976
2-4,Male,Rural,South,2004,166819
5-9,Male,Rural,South,2004,279817
10-14,Male,Rural,South,2004,286324
15-17,Male,Rural,South,2004,163604
2-4,Female,Urban,South,2004,46871
5-9,Female,Urban,South,2004,87961
10-14,Female,Urban,South,2004,90219
15-17,Female,Urban,South,2004,59398
2-4,Male,Urban,South,2004,47928
5-9,Male,Urban,South,2004,87356
10-14,Male,Urban,South,2004,85522
15-17,Male,Urban,South,2004,53262
2-4,Female,Rural,West,2004,52416
5-9,Female,Rural,West,2004,99260
10-14,Female,Rural,West,2004,104953
15-17,Female,Rural,West,2004,59690
2-4,Male,Rural,West,2004,58689
5-9,Male,Rural,West,2004,109618
10-14,Male,Rural,West,2004,102041
15-17,Male,Rural,West,2004,65137
2-4,Female,Urban,West,2004,21822
5-9,Female,Urban,West,2004,33411
10-14,Female,Urban,West,2004,38557
15-17,Female,Urban,West,2004,20074
2-4,Male,Urban,West,2004,20712
5-9,Male,Urban,West,2004,35379
10-14,Male,Urban,West,2004,36869
15-17,Male,Urban,West,2004,22494
2-4,Female,Rural,Bangkok,2005,0
5-9,Female,Rural,Bangkok,2005,0
10-14,Female,Rural,Bangkok,2005,0
15-17,Female,Rural,Bangkok,2005,0
2-4,Male,Rural,Bangkok,2005,0
5-9,Male,Rural,Bangkok,2005,0
10-14,Male,Rural,Bangkok,2005,0
15-17,Male,Rural,Bangkok,2005,0
2-4,Female,Urban,Bangkok,2005,101493
5-9,Female,Urban,Bangkok,2005,167349
10-14,Female,Urban,Bangkok,2005,192587
15-17,Female,Urban,Bangkok,2005,145241
2-4,Male,Urban,Bangkok,2005,106331
5-9,Male,Urban,Bangkok,2005,183576
10-14,Male,Urban,Bangkok,2005,193358
15-17,Male,Urban,Bangkok,2005,145716
2-4,Female,Rural,Periphery,2005,35114
5-9,Female,Rural,Periphery,2005,60503
10-14,Female,Rural,Periphery,2005,64112
15-17,Female,Rural,Periphery,2005,49415
2-4,Male,Rural,Periphery,2005,35686
5-9,Male,Rural,Periphery,2005,66581
10-14,Male,Rural,Periphery,2005,69528
15-17,Male,Rural,Periphery,2005,50278
2-4,Female,Urban,Periphery,2005,40182
5-9,Female,Urban,Periphery,2005,64953
10-14,Female,Urban,Periphery,2005,67720
15-17,Female,Urban,Periphery,2005,50178
2-4,Male,Urban,Periphery,2005,40698
5-9,Male,Urban,Periphery,2005,72261
10-14,Male,Urban,Periphery,2005,73677
15-17,Male,Urban,Periphery,2005,53219
2-4,Female,Rural,Central,2005,39282
5-9,Female,Rural,Central,2005,63338
10-14,Female,Rural,Central,2005,64818
15-17,Female,Rural,Central,2005,42632
2-4,Male,Rural,Central,2005,38245
5-9,Male,Rural,Central,2005,70202
10-14,Male,Rural,Central,2005,74144
15-17,Male,Rural,Central,2005,48094
2-4,Female,Urban,Central,2005,17897
5-9,Female,Urban,Central,2005,27070
10-14,Female,Urban,Central,2005,33733
15-17,Female,Urban,Central,2005,19781
2-4,Male,Urban,Central,2005,18051
5-9,Male,Urban,Central,2005,30333
10-14,Male,Urban,Central,2005,27858
15-17,Male,Urban,Central,2005,19311
2-4,Female,Rural,North,2005,170272
5-9,Female,Rural,North,2005,314791
10-14,Female,Rural,North,2005,332431
15-17,Female,Rural,North,2005,199750
2-4,Male,Rural,North,2005,190689
5-9,Male,Rural,North,2005,326226
10-14,Male,Rural,North,2005,337866
15-17,Male,Rural,North,2005,209439
2-4,Female,Urban,North,2005,51398
5-9,Female,Urban,North,2005,100353
10-14,Female,Urban,North,2005,101444
15-17,Female,Urban,North,2005,66968
2-4,Male,Urban,North,2005,54327
5-9,Male,Urban,North,2005,97985
10-14,Male,Urban,North,2005,105246
15-17,Male,Urban,North,2005,65814
2-4,Female,Rural,East,2005,60307
5-9,Female,Rural,East,2005,100781
10-14,Female,Rural,East,2005,109890
15-17,Female,Rural,East,2005,69029
2-4,Male,Rural,East,2005,66943
5-9,Male,Rural,East,2005,104089
10-14,Male,Rural,East,2005,113489
15-17,Male,Rural,East,2005,68487
2-4,Female,Urban,East,2005,29189
5-9,Female,Urban,East,2005,54980
10-14,Female,Urban,East,2005,54205
15-17,Female,Urban,East,2005,33440
2-4,Male,Urban,East,2005,33616
5-9,Male,Urban,East,2005,57602
10-14,Male,Urban,East,2005,58110
15-17,Male,Urban,East,2005,37059
2-4,Female,Rural,Northeast,2005,379923
5-9,Female,Rural,Northeast,2005,669994
10-14,Female,Rural,Northeast,2005,711419
15-17,Female,Rural,Northeast,2005,411005
2-4,Male,Rural,Northeast,2005,396258
5-9,Male,Rural,Northeast,2005,740236
10-14,Male,Rural,Northeast,2005,714507
15-17,Male,Rural,Northeast,2005,427382
2-4,Female,Urban,Northeast,2005,91906
5-9,Female,Urban,Northeast,2005,160909
10-14,Female,Urban,Northeast,2005,179220
15-17,Female,Urban,Northeast,2005,103562
2-4,Male,Urban,Northeast,2005,95144
5-9,Male,Urban,Northeast,2005,173885
10-14,Male,Urban,Northeast,2005,183641
15-17,Male,Urban,Northeast,2005,114275
2-4,Female,Rural,South,2005,155952
5-9,Female,Rural,South,2005,253310
10-14,Female,Rural,South,2005,271943
15-17,Female,Rural,South,2005,162522
2-4,Male,Rural,South,2005,161733
5-9,Male,Rural,South,2005,272322
10-14,Male,Rural,South,2005,278358
15-17,Male,Rural,South,2005,159849
2-4,Female,Urban,South,2005,48763
5-9,Female,Urban,South,2005,90949
10-14,Female,Urban,South,2005,93155
15-17,Female,Urban,South,2005,60685
2-4,Male,Urban,South,2005,49672
5-9,Male,Urban,South,2005,90151
10-14,Male,Urban,South,2005,88710
15-17,Male,Urban,South,2005,54876
2-4,Female,Rural,West,2005,50905
5-9,Female,Rural,West,2005,95705
10-14,Female,Rural,West,2005,101410
15-17,Female,Rural,West,2005,57837
2-4,Male,Rural,West,2005,56777
5-9,Male,Rural,West,2005,105915
10-14,Male,Rural,West,2005,99303
15-17,Male,Rural,West,2005,63253
2-4,Female,Urban,West,2005,21801
5-9,Female,Urban,West,2005,33971
10-14,Female,Urban,West,2005,38770
15-17,Female,Urban,West,2005,20552
2-4,Male,Urban,West,2005,20850
5-9,Male,Urban,West,2005,35769
10-14,Male,Urban,West,2005,37339
15-17,Male,Urban,West,2005,22811
2-4,Female,Rural,Bangkok,2006,0
5-9,Female,Rural,Bangkok,2006,0
10-14,Female,Rural,Bangkok,2006,0
15-17,Female,Rural,Bangkok,2006,0
2-4,Male,Rural,Bangkok,2006,0
5-9,Male,Rural,Bangkok,2006,0
10-14,Male,Rural,Bangkok,2006,0
15-17,Male,Rural,Bangkok,2006,0
2-4,Female,Urban,Bangkok,2006,99739
5-9,Female,Urban,Bangkok,2006,166193
10-14,Female,Urban,Bangkok,2006,190578
15-17,Female,Urban,Bangkok,2006,145512
2-4,Male,Urban,Bangkok,2006,104949
5-9,Male,Urban,Bangkok,2006,181645
10-14,Male,Urban,Bangkok,2006,192710
15-17,Male,Urban,Bangkok,2006,147519
2-4,Female,Rural,Periphery,2006,35021
5-9,Female,Rural,Periphery,2006,60782
10-14,Female,Rural,Periphery,2006,64799
15-17,Female,Rural,Periphery,2006,50146
2-4,Male,Rural,Periphery,2006,35797
5-9,Male,Rural,Periphery,2006,66350
10-14,Male,Rural,Periphery,2006,70091
15-17,Male,Rural,Periphery,2006,51042
2-4,Female,Urban,Periphery,2006,40634
5-9,Female,Urban,Periphery,2006,67040
10-14,Female,Urban,Periphery,2006,70555
15-17,Female,Urban,Periphery,2006,52747
2-4,Male,Urban,Periphery,2006,41216
5-9,Male,Urban,Periphery,2006,73272
10-14,Male,Urban,Periphery,2006,75912
15-17,Male,Urban,Periphery,2006,55174
2-4,Female,Rural,Central,2006,37774
5-9,Female,Rural,Central,2006,61604
10-14,Female,Rural,Central,2006,63483
15-17,Female,Rural,Central,2006,41508
2-4,Male,Rural,Central,2006,37258
5-9,Male,Rural,Central,2006,68244
10-14,Male,Rural,Central,2006,72161
15-17,Male,Rural,Central,2006,46674
2-4,Female,Urban,Central,2006,18258
5-9,Female,Urban,Central,2006,28521
10-14,Female,Urban,Central,2006,34655
15-17,Female,Urban,Central,2006,20495
2-4,Male,Urban,Central,2006,18458
5-9,Male,Urban,Central,2006,31396
10-14,Male,Urban,Central,2006,29666
15-17,Male,Urban,Central,2006,20139
2-4,Female,Rural,North,2006,163083
5-9,Female,Rural,North,2006,301673
10-14,Female,Rural,North,2006,319578
15-17,Female,Rural,North,2006,192188
2-4,Male,Rural,North,2006,181812
5-9,Male,Rural,North,2006,313588
10-14,Male,Rural,North,2006,326216
15-17,Male,Rural,North,2006,201665
2-4,Female,Urban,North,2006,54320
5-9,Female,Urban,North,2006,105180
10-14,Female,Urban,North,2006,107698
15-17,Female,Urban,North,2006,69876
2-4,Male,Urban,North,2006,56922
5-9,Male,Urban,North,2006,103054
10-14,Male,Urban,North,2006,110759
15-17,Male,Urban,North,2006,68722
2-4,Female,Rural,East,2006,58091
5-9,Female,Rural,East,2006,97484
10-14,Female,Rural,East,2006,105894
15-17,Female,Rural,East,2006,66832
2-4,Male,Rural,East,2006,64316
5-9,Male,Rural,East,2006,101034
10-14,Male,Rural,East,2006,109604
15-17,Male,Rural,East,2006,66703
2-4,Female,Urban,East,2006,30820
5-9,Female,Urban,East,2006,57279
10-14,Female,Urban,East,2006,57207
15-17,Female,Urban,East,2006,35566
2-4,Male,Urban,East,2006,34664
5-9,Male,Urban,East,2006,59450
10-14,Male,Urban,East,2006,60381
15-17,Male,Urban,East,2006,38443
2-4,Female,Rural,Northeast,2006,362169
5-9,Female,Rural,Northeast,2006,641116
10-14,Female,Rural,Northeast,2006,683284
15-17,Female,Rural,Northeast,2006,391541
2-4,Male,Rural,Northeast,2006,378225
5-9,Male,Rural,Northeast,2006,705217
10-14,Male,Rural,Northeast,2006,688163
15-17,Male,Rural,Northeast,2006,405632
2-4,Female,Urban,Northeast,2006,96039
5-9,Female,Urban,Northeast,2006,169938
10-14,Female,Urban,Northeast,2006,188125
15-17,Female,Urban,Northeast,2006,106992
2-4,Male,Urban,Northeast,2006,99250
5-9,Male,Urban,Northeast,2006,181641
10-14,Male,Urban,Northeast,2006,192041
15-17,Male,Urban,Northeast,2006,115673
2-4,Female,Rural,South,2006,149977
5-9,Female,Rural,South,2006,246103
10-14,Female,Rural,South,2006,262668
15-17,Female,Rural,South,2006,157600
2-4,Male,Rural,South,2006,156077
5-9,Male,Rural,South,2006,264298
10-14,Male,Rural,South,2006,269891
15-17,Male,Rural,South,2006,155886
2-4,Female,Urban,South,2006,50817
5-9,Female,Urban,South,2006,94102
10-14,Female,Urban,South,2006,96320
15-17,Female,Urban,South,2006,62008
2-4,Male,Urban,South,2006,51552
5-9,Male,Urban,South,2006,93159
10-14,Male,Urban,South,2006,92206
15-17,Male,Urban,South,2006,56644
2-4,Female,Rural,West,2006,49161
5-9,Female,Rural,West,2006,91836
10-14,Female,Rural,West,2006,97502
15-17,Female,Rural,West,2006,55819
2-4,Male,Rural,West,2006,54601
5-9,Male,Rural,West,2006,101609
10-14,Male,Rural,West,2006,96376
15-17,Male,Rural,West,2006,61114
2-4,Female,Urban,West,2006,21762
5-9,Female,Urban,West,2006,34703
10-14,Female,Urban,West,2006,39129
15-17,Female,Urban,West,2006,21152
2-4,Male,Urban,West,2006,21014
5-9,Male,Urban,West,2006,36292
10-14,Male,Urban,West,2006,37960
15-17,Male,Urban,West,2006,23191
2-4,Female,Rural,Bangkok,2007,0
5-9,Female,Rural,Bangkok,2007,0
10-14,Female,Rural,Bangkok,2007,0
15-17,Female,Rural,Bangkok,2007,0
2-4,Male,Rural,Bangkok,2007,0
5-9,Male,Rural,Bangkok,2007,0
10-14,Male,Rural,Bangkok,2007,0
15-17,Male,Rural,Bangkok,2007,0
2-4,Female,Urban,Bangkok,2007,97792
5-9,Female,Urban,Bangkok,2007,165145
10-14,Female,Urban,Bangkok,2007,188709
15-17,Female,Urban,Bangkok,2007,146262
2-4,Male,Urban,Bangkok,2007,103469
5-9,Male,Urban,Bangkok,2007,179679
10-14,Male,Urban,Bangkok,2007,192470
15-17,Male,Urban,Bangkok,2007,149798
2-4,Female,Rural,Periphery,2007,34898
5-9,Female,Rural,Periphery,2007,61155
10-14,Female,Rural,Periphery,2007,65662
15-17,Female,Rural,Periphery,2007,50947
2-4,Male,Rural,Periphery,2007,35910
5-9,Male,Rural,Periphery,2007,66086
10-14,Male,Rural,Periphery,2007,70775
15-17,Male,Rural,Periphery,2007,51818
2-4,Female,Urban,Periphery,2007,41034
5-9,Female,Urban,Periphery,2007,69254
10-14,Female,Urban,Periphery,2007,73657
15-17,Female,Urban,Periphery,2007,55574
2-4,Male,Urban,Periphery,2007,41682
5-9,Male,Urban,Periphery,2007,74230
10-14,Male,Urban,Periphery,2007,78337
15-17,Male,Urban,Periphery,2007,57223
2-4,Female,Rural,Central,2007,36123
5-9,Female,Rural,Central,2007,59944
10-14,Female,Rural,Central,2007,62297
15-17,Female,Rural,Central,2007,40353
2-4,Male,Rural,Central,2007,36236
5-9,Male,Rural,Central,2007,66214
10-14,Male,Rural,Central,2007,70164
15-17,Male,Rural,Central,2007,45123
2-4,Female,Urban,Central,2007,18629
5-9,Female,Urban,Central,2007,30160
10-14,Female,Urban,Central,2007,35638
15-17,Female,Urban,Central,2007,21272
2-4,Male,Urban,Central,2007,18883
5-9,Male,Urban,Central,2007,32564
10-14,Male,Urban,Central,2007,31724
15-17,Male,Urban,Central,2007,21061
2-4,Female,Rural,North,2007,155233
5-9,Female,Rural,North,2007,287444
10-14,Female,Rural,North,2007,305751
15-17,Female,Rural,North,2007,183982
2-4,Male,Rural,North,2007,172009
5-9,Male,Rural,North,2007,299957
10-14,Male,Rural,North,2007,313898
15-17,Male,Rural,North,2007,193244
2-4,Female,Urban,North,2007,57581
5-9,Female,Urban,North,2007,110496
10-14,Female,Urban,North,2007,114723
15-17,Female,Urban,North,2007,73083
2-4,Male,Urban,North,2007,59772
5-9,Male,Urban,North,2007,108690
10-14,Male,Urban,North,2007,116902
15-17,Male,Urban,North,2007,71958
2-4,Female,Rural,East,2007,55544
5-9,Female,Rural,East,2007,93817
10-14,Female,Rural,East,2007,101470
15-17,Female,Rural,East,2007,64339
2-4,Male,Rural,East,2007,61241
5-9,Male,Rural,East,2007,97671
10-14,Male,Rural,East,2007,105292
15-17,Male,Rural,East,2007,64636
2-4,Female,Urban,East,2007,32583
5-9,Female,Urban,East,2007,59717
10-14,Female,Urban,East,2007,60499
15-17,Female,Urban,East,2007,37923
2-4,Male,Urban,East,2007,35732
5-9,Male,Urban,East,2007,61401
10-14,Male,Urban,East,2007,62813
15-17,Male,Urban,East,2007,39921
2-4,Female,Rural,Northeast,2007,342968
5-9,Female,Rural,Northeast,2007,611010
10-14,Female,Rural,Northeast,2007,653727
15-17,Female,Rural,Northeast,2007,370467
2-4,Male,Rural,Northeast,2007,358828
5-9,Male,Rural,Northeast,2007,667728
10-14,Male,Rural,Northeast,2007,661323
15-17,Male,Rural,Northeast,2007,382179
2-4,Female,Urban,Northeast,2007,100454
5-9,Female,Urban,Northeast,2007,179770
10-14,Female,Urban,Northeast,2007,197866
15-17,Female,Urban,Northeast,2007,110762
2-4,Male,Urban,Northeast,2007,103618
5-9,Male,Urban,Northeast,2007,189991
10-14,Male,Urban,Northeast,2007,201250
15-17,Male,Urban,Northeast,2007,117144
2-4,Female,Rural,South,2007,143339
5-9,Female,Rural,South,2007,238508
10-14,Female,Rural,South,2007,252751
15-17,Female,Rural,South,2007,152208
2-4,Male,Rural,South,2007,149852
5-9,Male,Rural,South,2007,255745
10-14,Male,Rural,South,2007,260922
15-17,Male,Rural,South,2007,151715
2-4,Female,Urban,South,2007,53032
5-9,Female,Urban,South,2007,97419
10-14,Female,Urban,South,2007,99716
15-17,Female,Urban,South,2007,63365
2-4,Male,Urban,South,2007,53568
5-9,Male,Urban,South,2007,96381
10-14,Male,Urban,South,2007,96010
15-17,Male,Urban,South,2007,58567
2-4,Female,Rural,West,2007,47186
5-9,Female,Rural,West,2007,87652
10-14,Female,Rural,West,2007,93229
15-17,Female,Rural,West,2007,53637
2-4,Male,Rural,West,2007,52161
5-9,Male,Rural,West,2007,96701
10-14,Male,Rural,West,2007,93260
15-17,Male,Rural,West,2007,58718
2-4,Female,Urban,West,2007,21705
5-9,Female,Urban,West,2007,35605
10-14,Female,Urban,West,2007,39635
15-17,Female,Urban,West,2007,21875
2-4,Male,Urban,West,2007,21203
5-9,Male,Urban,West,2007,36947
10-14,Male,Urban,West,2007,38731
15-17,Male,Urban,West,2007,23633
2-4,Female,Rural,Bangkok,2008,0
5-9,Female,Rural,Bangkok,2008,0
10-14,Female,Rural,Bangkok,2008,0
15-17,Female,Rural,Bangkok,2008,0
2-4,Male,Rural,Bangkok,2008,0
5-9,Male,Rural,Bangkok,2008,0
10-14,Male,Rural,Bangkok,2008,0
15-17,Male,Rural,Bangkok,2008,0
2-4,Female,Urban,Bangkok,2008,95653
5-9,Female,Urban,Bangkok,2008,164206
10-14,Female,Urban,Bangkok,2008,186979
15-17,Female,Urban,Bangkok,2008,147491
2-4,Male,Urban,Bangkok,2008,101890
5-9,Male,Urban,Bangkok,2008,177678
10-14,Male,Urban,Bangkok,2008,192639
15-17,Male,Urban,Bangkok,2008,152553
2-4,Female,Rural,Periphery,2008,34748
5-9,Female,Rural,Periphery,2008,61621
10-14,Female,Rural,Periphery,2008,66701
15-17,Female,Rural,Periphery,2008,51818
2-4,Male,Rural,Periphery,2008,36025
5-9,Male,Rural,Periphery,2008,65789
10-14,Male,Rural,Periphery,2008,71581
15-17,Male,Rural,Periphery,2008,52604
2-4,Female,Urban,Periphery,2008,41382
5-9,Female,Urban,Periphery,2008,71596
10-14,Female,Urban,Periphery,2008,77025
15-17,Female,Urban,Periphery,2008,58660
2-4,Male,Urban,Periphery,2008,42095
5-9,Male,Urban,Periphery,2008,75133
10-14,Male,Urban,Periphery,2008,80952
15-17,Male,Urban,Periphery,2008,59366
2-4,Female,Rural,Central,2008,34328
5-9,Female,Rural,Central,2008,58360
10-14,Female,Rural,Central,2008,61259
15-17,Female,Rural,Central,2008,39168
2-4,Male,Rural,Central,2008,35180
5-9,Male,Rural,Central,2008,64111
10-14,Male,Rural,Central,2008,68153
15-17,Male,Rural,Central,2008,43440
2-4,Female,Urban,Central,2008,19010
5-9,Female,Urban,Central,2008,31987
10-14,Female,Urban,Central,2008,36683
15-17,Female,Urban,Central,2008,22112
2-4,Male,Urban,Central,2008,19326
5-9,Male,Urban,Central,2008,33837
10-14,Male,Urban,Central,2008,34033
15-17,Male,Urban,Central,2008,22078
2-4,Female,Rural,North,2008,146721
5-9,Female,Rural,North,2008,272101
10-14,Female,Rural,North,2008,290950
15-17,Female,Rural,North,2008,175134
2-4,Male,Rural,North,2008,161281
5-9,Male,Rural,North,2008,285332
10-14,Male,Rural,North,2008,300911
15-17,Male,Rural,North,2008,184174
2-4,Female,Urban,North,2008,61182
5-9,Female,Urban,North,2008,116299
10-14,Female,Urban,North,2008,122520
15-17,Female,Urban,North,2008,76590
2-4,Male,Urban,North,2008,62876
5-9,Male,Urban,North,2008,114892
10-14,Male,Urban,North,2008,123674
15-17,Male,Urban,North,2008,75521
2-4,Female,Rural,East,2008,52668
